slab,tile,gz,gy,gx,lz,ly,lx,orig_id,assigned_A,assigned_B,thickness_ratio,confidence,tier,mega_size_frac,mega_size_vox,scorable,mass_context
z9856,tile_y1344_x2240,9924,1624,2454,68,280,214,1811,2041,2138,2.0,0.504,2,0.2855,2681562,1,1.1188878733746002
z9856,tile_y1344_x2240,9926,1634,2591,70,290,351,2043,2033,2427,3.71,0.399,2,0.1573,1441681,1,1.137989313038902
z9856,tile_y1344_x2240,9927,1595,2442,71,251,202,2077,1811,2174,3.14,0.435,2,0.2855,2681562,1,1.0712198990025459
z9856,tile_y1344_x2240,9930,1604,2468,74,260,228,2077,2219,2205,3.71,0.453,2,0.2855,2681562,1,1.047213942705746
z9856,tile_y1344_x2240,9933,1609,2584,77,265,344,2427,2175,2592,2.0,0.299,2,0.1573,1441681,1,0.9742734427802123
z9856,tile_y1344_x2240,9933,1680,2615,77,336,375,2154,2153,2060,4.0,0.572,2,0.1573,1441681,1,1.068819015176162
z9856,tile_y1344_x2240,9942,1643,2287,86,299,47,2252,2147,2332,2.14,0.488,2,0.2855,2681562,1,0.8912165244021633
z9856,tile_y1344_x2240,9946,1659,2336,90,315,96,2197,2333,2355,3.57,0.333,2,0.2855,2681562,1,0.9403320847798282
z9856,tile_y1344_x2240,9953,1664,2432,97,320,192,2308,2375,2171,3.14,0.651,2,0.2855,2681562,1,0.9954482419253825
z9856,tile_y1344_x2240,9970,1644,2283,114,300,43,2448,2533,517,2.29,0.277,2,0.2855,2681562,1,0.8644913829340058
z9856,tile_y1344_x2240,10026,1708,2526,170,364,286,2636,2770,2807,2.29,0.406,2,0.0485,470632,1,0.8625885145124893
z9856,tile_y1344_x2240,10048,1792,2539,192,448,299,2757,2809,2837,5.0,0.501,1,0.0485,470632,1,1.035765525722484
z9856,tile_y1344_x2240,10057,1712,2718,201,368,478,540,926,1049,2.43,0.144,2,0.0993,882151,1,0.8473046169718855
z9856,tile_y1344_x2688,9888,1609,2735,32,265,47,936,996,981,3.25,0.558,2,0.1573,1441681,1,1.1072131827132345
z9856,tile_y1344_x2688,9891,1618,2758,35,274,70,936,920,990,1.88,0.446,2,0.1573,1441681,1,1.0059913706378127
z9856,tile_y1344_x2688,9894,1559,2743,38,215,55,999,910,989,1.88,0.478,2,0.1573,1441681,1,1.0429879045439687
z9856,tile_y1344_x2688,9962,1820,2790,106,476,102,1290,1277,1405,2.0,0.457,2,0.0761,697850,1,0.9150506172312161
z9856,tile_y1344_x2688,9964,1704,2792,108,360,104,1801,1346,1422,3.25,0.515,2,0.1573,1441681,1,0.9072164948453608
z9856,tile_y1344_x2688,9966,1768,2755,110,424,67,1554,1433,1399,2.25,0.341,2,0.0761,697850,1,0.9583400629895825
z9856,tile_y1344_x2688,9985,1667,2944,129,323,256,1683,1363,1529,1.88,0.175,2,0.0588,522173,1,0.9781624628368658
z9856,tile_y1344_x2688,9999,1823,2921,143,479,233,1683,1577,492,2.0,0.503,2,0.0548,486780,1,1.064395004216698
z9856,tile_y1344_x2688,10009,1775,2758,153,431,70,1532,1675,503,2.62,0.193,2,0.0384,341199,1,0.913956872602196
z9856,tile_y1344_x2688,10026,1646,2790,170,302,102,1801,1739,1708,3.5,0.645,2,0.0993,882151,1,0.9867586394769614
z9856,tile_y1344_x2688,10030,1427,2797,174,83,109,378,585,1630,1.62,0.676,2,0.0498,104181,1,0.8028760330578513
z9856,tile_y1344_x2688,10033,1641,2835,177,297,147,1801,539,1805,1.75,0.501,2,0.0993,882151,1,0.8774039384284672
z9856,tile_y1344_x2688,10045,1597,2835,189,253,147,1801,1824,1859,2.38,0.294,2,0.0993,882151,1,0.7987100539322225
z9856,tile_y1344_x2688,10053,1810,2955,197,466,267,1707,1874,1839,2.12,0.11,2,0.0548,486780,1,0.9162397540983607
z9856,tile_y1344_x2688,10060,1694,2795,204,350,107,1850,696,1673,3.75,0.371,2,0.0993,882151,1,0.9140222112853872
z9856,tile_y1344_x896,9935,1500,1023,79,156,127,1818,383,1790,2.14,0.468,2,0.2457,1009745,1,1.0019660805174282
z9856,tile_y1344_x896,9940,1488,961,84,144,65,1773,1864,1848,2.86,0.576,2,0.2457,1009745,1,1.0876325482754772
z9856,tile_y1344_x896,9941,1466,1010,85,122,114,1903,510,1915,3.0,0.67,2,0.2457,1009745,1,0.9561940554848356
z9856,tile_y1344_x896,10034,1687,1080,178,343,184,2347,2320,2440,4.29,0.317,2,0.0762,743776,1,1.133830479346959
z9856,tile_y1344_x896,10049,1611,1162,193,267,266,2426,2310,2509,3.0,0.3,2,0.0762,743776,1,0.9119229470841421
z9856,tile_y1792_x0,9891,1921,475,35,129,475,434,116,442,3.25,0.329,2,0.048,164102,1,0.903353222178851
z9856,tile_y1792_x0,9915,2089,424,59,297,424,490,455,476,2.75,0.436,2,0.297,363935,1,1.099643508369358
z9856,tile_y1792_x0,10024,1831,432,168,39,432,222,133,240,2.5,0.796,2,0.3417,1298885,1,0.8716622162883845
z9856,tile_y1792_x0,10028,2035,408,172,243,408,727,824,596,2.38,0.812,2,0.0757,287894,1,0.9131693569049449
z9856,tile_y1792_x1344,10065,1829,1793,209,37,449,1166,1478,1364,3.5,0.339,2,0.1089,1049050,1,0.8963460454630847
z9856,tile_y1792_x1792,9998,2096,1880,142,304,88,688,637,407,2.0,0.213,2,0.0342,321785,1,0.829671625366007
z9856,tile_y1792_x1792,10003,2125,1881,147,333,89,688,570,562,2.67,0.139,2,0.0342,321785,1,0.9437196691357055
z9856,tile_y1792_x2240,9958,2165,2710,102,373,470,383,499,594,4.83,0.355,2,0.0393,197200,1,0.8417284473628469
z9856,tile_y1792_x2240,9983,1843,2699,127,51,459,129,640,810,4.5,0.196,2,0.0761,697850,1,0.8808970823051241
z9856,tile_y1792_x2688,9901,1851,2759,45,59,71,1176,1139,1129,2.89,0.505,2,0.0761,697850,1,0.9517585162135604
z9856,tile_y1792_x2688,9952,1899,2892,96,107,204,1406,1324,1345,1.78,0.414,2,0.0761,697850,1,0.9138113740727658
z9856,tile_y1792_x2688,9954,2074,2859,98,282,171,1397,1449,1317,3.62,0.308,1,0.0634,317682,1,0.9566782307025152
z9856,tile_y1792_x2688,9970,1899,2860,114,107,172,1454,1470,1448,2.11,0.342,2,0.0761,697850,1,0.9184249442836017
z9856,tile_y1792_x2688,9991,1825,2919,135,33,231,1508,1749,1512,1.89,0.515,2,0.0548,486780,1,1.081203166226913
z9856,tile_y1792_x2688,10012,1851,2821,156,59,133,1626,1636,737,3.56,0.252,2,0.0548,486780,1,0.8671891392840656
z9856,tile_y1792_x2688,10049,2161,2945,193,369,257,830,795,775,1.67,1.0,2,0.0485,199014,1,0.7154863598787545
z9856,tile_y1792_x448,9898,1899,489,42,107,41,855,324,10,3.2,0.189,1,0.048,164102,1,0.9058797967011166
z9856,tile_y1792_x896,9895,2187,1100,39,395,204,1773,195,1864,3.12,0.297,2,0.0718,714820,1,1.0264675592173018
z9856,tile_y1792_x896,9912,2063,952,56,271,56,2001,2078,1962,3.75,0.498,2,0.0536,439588,1,1.0909028161236887
z9856,tile_y1792_x896,9917,2097,1006,61,305,110,1973,392,1825,3.25,0.529,2,0.0536,439588,1,0.984161082103359
z9856,tile_y1792_x896,9920,2104,1071,64,312,175,1925,1747,2028,4.38,0.438,1,0.0718,714820,1,0.99165868836764
z9856,tile_y1792_x896,9923,2259,1136,67,467,240,1977,1853,1956,3.25,0.452,2,0.0712,708797,1,1.0261327894633379
z9856,tile_y1792_x896,9945,2160,1178,89,368,282,2180,2214,413,2.0,0.243,2,0.0712,708797,1,0.8503211477279549
z9856,tile_y1792_x896,10004,2271,1128,148,479,232,2679,2482,2572,2.62,0.492,2,0.1546,1453291,1,1.0393134112294489
z9856,tile_y1792_x896,10040,2227,947,184,435,51,186,1143,2727,2.25,0.413,2,0.5719,4904661,1,0.8116754927459029
z9856,tile_y1792_x896,10048,2243,1034,192,451,138,2674,1354,2713,2.5,0.433,2,0.1546,1453291,1,0.8990512069206084
z9856,tile_y2240_x448,10028,2370,646,172,130,198,1172,1180,1158,4.62,0.421,1,0.5719,4904661,1,0.8410362056750811
z9856,tile_y896_x1792,10033,1245,1860,177,349,68,739,707,684,4.14,0.33,1,0.066,497164,1,0.9216647612347199
z9856,tile_y896_x1792,10051,1375,1922,195,479,130,838,799,373,4.14,0.271,1,0.3733,2814001,1,1.0618954780337302
